id	code	category	name	made	weight	nutrients
0	N000001	수산물	가다랑어	부산	70.3	수분(g)
1	N000004	수산물	가다랑어-레토르트식품(기름담금)	통영,알래스카산	68.6	수분(g)
2	N000008	수산물	가다랑어-통조림(기름담금)	통영,알래스카산	64.9	수분(g)
3	N000009	수산물	가다랑어-포	통영,알래스카산	18	수분(g)
4	N000011	수산물	가라지	여수	81.5	수분(g)
5	N000012	수산물	가래상어	부산	75.5	수분(g)
6	N000013	수산물	가무락조개	부산	79.9	수분(g)
7	N000014	수산물	가물치	대전	79.6	수분(g)
8	N000016	수산물	가시망둑	부산	75.4	수분(g)
9	N000017	수산물	가시발새우	부산	81.7	수분(g)
10	N000018	수산물	가시베도라치	포항	80.7	수분(g)
11	N000019	수산물	가재	부산	74.1	수분(g)
12	N000020	수산물	각시가자미	부산	80.6	수분(g)
13	N000021	수산물	각시돔	부산	77.7	수분(g)
14	N000022	수산물	각시서대	여수	78.2	수분(g)
15	N000023	수산물	각시수랑	부산	80	수분(g)
16	N000024	수산물	각시흰새우	부산	77.8	수분(g)
17	N000025	수산물	갈가자미	포항	79.1	수분(g)
18	N000026	수산물	갈고리흰오징어	동해	81.6	수분(g)
19	N000028	수산물	갈래곰보	전국(대표)	93.5	수분(g)
20	N000029	수산물	갈색고리돼지고둥	부산	76.9	수분(g)
21	N000030	수산물	갈색띠매물고둥	부산	79.2	수분(g)
22	N000031	수산물	갈전갱이	부산	76	수분(g)
23	N000032	수산물	갈치	인천	72.7	수분(g)
24	N000033	수산물	갈치-속젓갈	진주	46.6	수분(g)
25	N000034	수산물	갈치-얼간품	전국(대표)	57.2	수분(g)
26	N000035	수산물	갈치-젓갈	통영,알래스카산	49.5	수분(g)
27	N000037	수산물	감성돔	여수	76.7	수분(g)
28	N000038	수산물	강담돔	부산	78.5	수분(g)
29	N000042	수산물	강준치	부산	78.8	수분(g)
30	N000044	수산물	개량조개	군산	84	수분(g)
31	N000045	수산물	개량조개-소건품	전국(대표)	26.3	수분(g)
32	N000047	수산물	개볼락	여수	78.7	수분(g)
33	N000048	수산물	개불	부산	85.3	수분(g)
34	N000049	수산물	개서대	여수	79	수분(g)
35	N000050	수산물	개조개	부산	82.6	수분(g)
36	N000051	수산물	갯가재	부산	79.3	수분(g)
37	N000053	수산물	갯장어	통영,알래스카산	70.5	수분(g)
38	N000055	수산물	거북등안장멍게	부산	84	수분(g)
39	N000057	수산물	검복	강릉	76.7	수분(g)
40	N000058	수산물	게르치	부산	70.5	수분(g)
41	N000059	수산물	고등어	부산	72.7	수분(g)
42	N000059	수산물	고등어	부산	70.3	수분(g)
43	N000059	수산물	고등어	부산	68.8	수분(g)
44	N000059	수산물	고등어	부산	62.1	수분(g)
45	N000059	수산물	고등어	부산	68.1	수분(g)
46	N000064	수산물	고등어-염건품	통영,알래스카산	67	수분(g)
47	N000065	수산물	고등어-염장품	전국(대표)	54.2	수분(g)
48	N000067	수산물	고등어-통조림(보일드)	통영,알래스카산	65.9	수분(g)
49	N000072	수산물	고무꺽정이	포항	79.9	수분(g)
50	N000074	수산물	곱상어	여수	72	수분(g)
51	N000075	수산물	곳체다슬기	문경	81.9	수분(g)
52	N000076	수산물	관절매물고둥	구룡포	74.2	수분(g)
53	N000077	수산물	광동홍어	남해서부-EEZ(239)	74	수분(g)
54	N000078	수산물	괴도라치	포항	81.3	수분(g)
55	N000079	수산물	구갈돔	부산	77.9	수분(g)
56	N000082	수산물	국매리복	군산	77.4	수분(g)
57	N000083	수산물	군소	부산	90.1	수분(g)
58	N000084	수산물	군평선이	부산	77.4	수분(g)
59	N000085	수산물	궁제기서대	부산	78.4	수분(g)
60	N000086	수산물	그물베도라치	부산	74.8	수분(g)
61	N000087	수산물	기름가자미	강릉	79.4	수분(g)
62	N000088	수산물	기름가자미-소건품	부산	72.4	수분(g)
63	N000092	수산물	기름종개	부산	75.8	수분(g)
64	N000093	수산물	긴고둥	부산	73.6	수분(g)
65	N000094	수산물	긴꼬리벵에돔	제주	77.2	수분(g)
66	N000095	수산물	긴뿔천길새우	전국(대표)	77.3	수분(g)
67	N000097	수산물	까나리	통영,알래스카산	76.4	수분(g)
68	N000098	수산물	까나리-액젓	통영,알래스카산	68.8	수분(g)
69	N000099	수산물	까치복	군산	78.6	수분(g)
70	N000100	수산물	까치상어	여수	73	수분(g)
71	N000101	수산물	까칠복	포항	79	수분(g)
72	N000103	수산물	꺽저기	부산	78.2	수분(g)
73	N000104	수산물	꼬막	부산	82.9	수분(g)
74	N000105	수산물	꼬시래기	전국(대표)	89.1	수분(g)
75	N000106	수산물	꼬치고기	부산	76.5	수분(g)
76	N000107	수산물	꼼치	강릉	82.4	수분(g)
77	N000108	수산물	꼽새돔	부산	77.4	수분(g)
78	N000109	수산물	꽁지양태	부산	81	수분(g)
79	N000110	수산물	꽁치	강릉	70.9	수분(g)
80	N000111	수산물	꽁치-동건품	포항	35.5	수분(g)
81	N000113	수산물	꽁치-통조림(조미)	통영,알래스카산	57.6	수분(g)
82	N000114	수산물	꽃게	인천	81.4	수분(g)
83	N000118	수산물	꽃새우-자건품	전국(대표)	18	수분(g)
84	N000120	수산물	나비가오리	부산	78.7	수분(g)
85	N000121	수산물	나팔고둥	부산	73.8	수분(g)
86	N000122	수산물	낙지	여수	80.7	수분(g)
87	N000125	수산물	날개다랑어-통조림(기름담금)	통영,알래스카산	66.8	수분(g)
88	N000126	수산물	날치	부산	75.8	수분(g)
89	N000132	수산물	납작파래	전국(대표)	87.6	수분(g)
90	N000133	수산물	납지리	부산	80.1	수분(g)
91	N000135	수산물	넙치	여수	75.2	수분(g)
92	N000141	수산물	네동가리	부산	79.2	수분(g)
93	N000142	수산물	노랑가오리	부산	75.8	수분(g)
94	N000147	수산물	노랑벤자리	부산	79	수분(g)
95	N000148	수산물	노래미	통영,알래스카산	78.7	수분(g)
96	N000149	수산물	노무라입깃해파리	전국(대표)	96.9	수분(g)
97	N000151	수산물	놀래기	부산	76.2	수분(g)
98	N000152	수산물	농어	거제	78.5	수분(g)
99	N000156	수산물	누루시볼락	부산	70.5	수분(g)
100	N000157	수산물	누치	부산	77.8	수분(g)
101	N000158	수산물	눈가자미	강릉	77.8	수분(g)
102	N000159	수산물	눈강달이	인천	77.8	수분(g)
103	N000160	수산물	눈강달이-젓갈	전국(대표)	57.9	수분(g)
104	N000162	수산물	눈볼대	부산	71.2	수분(g)
105	N000163	수산물	눈양태	부산	78	수분(g)
106	N000164	수산물	눈퉁멸	부산	73.4	수분(g)
107	N000165	수산물	능성어	부산	78.3	수분(g)
108	N000167	수산물	다금바리	제주	77.5	수분(g)
109	N000168	수산물	다슬기	경기	78.6	수분(g)
110	N000169	수산물	다시마	주문진	91	수분(g)
111	N000170	수산물	다시마-소건품	전국(대표)	12.3	수분(g)
112	N000171	수산물	달강어	포항	74.7	수분(g)
113	N000172	수산물	달고기	부산	77.7	수분(g)
114	N000173	수산물	달고기-알	부산	69.6	수분(g)
115	N000174	수산물	닭게	전국(대표)	82.3	수분(g)
116	N000175	수산물	닭새우	부산	79.1	수분(g)
117	N000176	수산물	대게	전국(대표)	79.7	수분(g)
118	N000177	수산물	대게-자건품	전국(대표)	18.2	수분(g)
119	N000178	수산물	대구	부산	78.6	수분(g)
120	N000179	수산물	대구-소건품	전국(대표)	21.9	수분(g)
121	N000180	수산물	대구-수컷	부산	79.6	수분(g)
122	N000185	수산물	대구-암컷	부산	82.5	수분(g)
123	N000188	수산물	대구-조미건품(포)	통영,알래스카산	24.4	수분(g)
124	N000190	수산물	대구횟대	전국(대표)	77.2	수분(g)
125	N000191	수산물	대두어	전국(대표)	78.6	수분(g)
126	N000192	수산물	대문어	부산	85.4	수분(g)
127	N000195	수산물	대문어-소건품	전국(대표)	13.8	수분(g)
128	N000196	수산물	대수리	부산	74.3	수분(g)
129	N000197	수산물	대하	인천	80	수분(g)
130	N000198	수산물	대황-소건품	전국(대표)	11.3	수분(g)
131	N000201	수산물	도다리	여수	80.3	수분(g)
132	N000202	수산물	도도바리	여수	77.6	수분(g)
133	N000203	수산물	도루묵	부산	77.7	수분(g)
134	N000204	수산물	도화돔	부산	73.3	수분(g)
135	N000205	수산물	도화양태	부산	81.2	수분(g)
136	N000206	수산물	독가시치	부산	77.1	수분(g)
137	N000207	수산물	독돔	부산	76.6	수분(g)
138	N000208	수산물	돌가자미	인천	78	수분(g)
139	N000209	수산물	돌가자미-소건품	부산	75.2	수분(g)
140	N000211	수산물	돌돔	여수	79.5	수분(g)
141	N000214	수산물	돔발상어	여수	80	수분(g)
142	N000215	수산물	돔발상어-알	여수	50	수분(g)
143	N000217	수산물	동갈치	대구	77.9	수분(g)
144	N000218	수산물	동남참게	청평	72.4	수분(g)
145	N000219	수산물	동동갈치	부산	74.6	수분(g)
146	N000220	수산물	동사리	부산	81.1	수분(g)
147	N000221	수산물	동자개	부산	81.6	수분(g)
148	N000225	수산물	동죽	인천	82.7	수분(g)
149	N000226	수산물	돛양태	강릉	79.5	수분(g)
150	N000227	수산물	두드럭고둥	부산	77	수분(g)
151	N000228	수산물	두툽상어	부산	76.6	수분(g)
152	N000230	수산물	둑중개	부산(낙동강)	78.2	수분(g)
153	N000231	수산물	둥근돌김-소건품	전국(대표)	10.4	수분(g)
154	N000232	수산물	둥근전복	여수	78.4	수분(g)
155	N000233	수산물	드렁허리	대구	79.4	수분(g)
156	N000234	수산물	등가시치	부산	80.3	수분(g)
157	N000235	수산물	떡붕어	청평	78.4	수분(g)
158	N000237	수산물	떡조개	부산	78.3	수분(g)
159	N000239	수산물	뜸부기-소건품	전국(대표)	18.1	수분(g)
160	N000240	수산물	띠구슬다슬기	경기	70.1	수분(g)
161	N000242	수산물	만새기	부산	84.3	수분(g)
162	N000245	수산물	말백합	부산	84.3	수분(g)
163	N000246	수산물	말전복	제주	80.3	수분(g)
164	N000247	수산물	말쥐치	여수	79.9	수분(g)
165	N000248	수산물	말쥐치-조미건품	전국(대표)	18.6	수분(g)
166	N000250	수산물	망상어	여수	78.5	수분(g)
167	N000251	수산물	매끈이고둥	여수	72.6	수분(g)
168	N000252	수산물	매리복	여수	77.9	수분(g)
169	N000254	수산물	매생이-소건품	전국(대표)	15.6	수분(g)
170	N000255	수산물	매오징어	포항	81.1	수분(g)
171	N000256	수산물	매퉁이	부산	77.1	수분(g)
172	N000258	수산물	먹장어	부산	75.3	수분(g)
173	N000262	수산물	메기	부산	78.4	수분(g)
174	N000264	수산물	멸치	부산	73.4	수분(g)
175	N000266	수산물	멸치-소건품-대멸	통영,알래스카산	25.3	수분(g)
176	N000267	수산물	멸치-소건품-소멸	통영,알래스카산	19.9	수분(g)
177	N000268	수산물	멸치-소건품-자멸	통영,알래스카산	30.4	수분(g)
178	N000269	수산물	멸치-소건품-중멸	통영,알래스카산	20.5	수분(g)
179	N000271	수산물	멸치-액젓	전국(대표)	68.1	수분(g)
180	N000272	수산물	멸치-자건품-대멸	부산	26.2	수분(g)
181	N000273	수산물	멸치-자건품-세멸	부산	36.8	수분(g)
182	N000275	수산물	멸치-자건품-중멸	부산	35	수분(g)
183	N000278	수산물	멸치-젓갈	신안	57.7	수분(g)
184	N000279	수산물	명태	주문진	80.3	수분(g)
185	N000281	수산물	명태-동건품(포)	통영,알래스카산	16.3	수분(g)
186	N000282	수산물	명태-명란젓	전국(대표)	66	수분(g)
187	N000284	수산물	명태-소건품(노가리)	통영,알래스카산	16.1	수분(g)
188	N000285	수산물	명태-소건품(코다리)	전국(대표)	31.1	수분(g)
189	N000287	수산물	명태-조미건품(포)	전국(대표)	17.5	수분(g)
190	N000288	수산물	명태-창란젓	전국(대표)	64.3	수분(g)
191	N000290	수산물	명태-포(먹태)	전국(대표)	11.3	수분(g)
192	N000291	수산물	명태-포(북어)	통영,알래스카산	17.9	수분(g)
193	N000292	수산물	모래무지	서울(한강)	82.1	수분(g)
194	N000294	수산물	모자반	전국(대표)	86.2	수분(g)
195	N000295	수산물	모자반-염장품	전국(대표)	62.9	수분(g)
196	N000296	수산물	모조리상어	부산	75.1	수분(g)
197	N000297	수산물	목탁가오리	부산	74	수분(g)
198	N000298	수산물	몽치다래	부산	66.9	수분(g)
199	N000300	수산물	무지개송어	근덕	73.3	수분(g)
200	N000301	수산물	문절망둑	전국(대표)	78.2	수분(g)
201	N000302	수산물	문치가자미	여수	77.7	수분(g)
202	N000304	수산물	물렁가시붉은새우	전국(대표)	79.3	수분(g)
203	N000305	수산물	물레고둥	포항	76	수분(g)
204	N000306	수산물	물메기	부산	81.6	수분(g)
205	N000309	수산물	물치다래	부산	67.9	수분(g)
206	N000311	수산물	미꾸리	대전	78.6	수분(g)
207	N000312	수산물	미더덕	부산	87.6	수분(g)
208	N000315	수산물	미역-소건품	전국(대표)	16	수분(g)
209	N000316	수산물	미역-양식산	부산	87.6	수분(g)
210	N000317	수산물	미역-염장품(데침)	전국(대표)	61.8	수분(g)
211	N000318	수산물	미역-자연산	부산	88.8	수분(g)
212	N000319	수산물	미역-줄기	부산	88.1	수분(g)
213	N000320	수산물	민꽃게	부산	79.3	수분(g)
214	N000321	수산물	민달고기	부산	77.1	수분(g)
215	N000323	수산물	민어	부산	79.4	수분(g)
216	N000326	수산물	민어-조미건품	전국(대표)	16.2	수분(g)
217	N000327	수산물	민태	전국(대표)	81.1	수분(g)
218	N000328	수산물	민허리돼지고둥	부산	75.7	수분(g)
219	N000329	수산물	밀복	부산	81	수분(g)
220	N000336	수산물	바다빙어	부산	79.4	수분(g)
221	N000340	수산물	바지락	부산	81.5	수분(g)
222	N000341	수산물	바지락-소건품	전국(대표)	10.4	수분(g)
223	N000343	수산물	바지락-젓갈	전국(대표)	76.5	수분(g)
224	N000344	수산물	박대	인천	77.9	수분(g)
225	N000346	수산물	반지	남해중부-EEZ(104)	73.2	수분(g)
226	N000349	수산물	방어	부산	75.6	수분(g)
227	N000352	수산물	백미돔	부산	76	수분(g)
228	N000353	수산물	백연	전국(대표)	78.6	수분(g)
229	N000354	수산물	백합	군산	79.9	수분(g)
230	N000355	수산물	밴댕이	인천	65.8	수분(g)
231	N000356	수산물	밴댕이-자건품	부산	17.5	수분(g)
232	N000357	수산물	밴댕이-젓갈	신안	56.8	수분(g)
233	N000358	수산물	뱀장어	부산	67.1	수분(g)
234	N000359	수산물	뱀장어-간	부산	51.5	수분(g)
235	N000362	수산물	뱀장어-조미-구운치	전국(대표)	50.2	수분(g)
236	N000363	수산물	뱅어	군산	84	수분(g)
237	N000364	수산물	뱅어-소건품	군산	26.8	수분(g)
238	N000365	수산물	뱅어-조미건품(포)	통영,알래스카산	16.2	수분(g)
239	N000366	수산물	벌레문치	포항	80.7	수분(g)
240	N000367	수산물	범가자미	인천	79.5	수분(g)
241	N000368	수산물	범돔	부산	77.8	수분(g)
242	N000369	수산물	베도라치	강릉	76	수분(g)
243	N000370	수산물	베로치	부산	78.8	수분(g)
244	N000371	수산물	벤자리	부산	76	수분(g)
245	N000372	수산물	벵에돔	부산	77	수분(g)
246	N000373	수산물	별상어	부산	73.7	수분(g)
247	N000375	수산물	별성대	부산	78.3	수분(g)
248	N000376	수산물	별쭉지성대	부산	74.5	수분(g)
249	N000377	수산물	병어	부산	75.5	수분(g)
250	N000379	수산물	보구치	여수	75	수분(g)
251	N000381	수산물	보라성게-알	부산	65.6	수분(g)
252	N000382	수산물	보리새우	마산	82.8	수분(g)
253	N000383	수산물	보말고둥	부산	78.2	수분(g)
254	N000385	수산물	볼기우럭	부산	74.6	수분(g)
255	N000386	수산물	볼락	여수	77.8	수분(g)
256	N000389	수산물	부세	부산	78.3	수분(g)
257	N000390	수산물	부시리	부산	74.6	수분(g)
258	N000391	수산물	부채새우	부산	84.1	수분(g)
259	N000392	수산물	북방대합	부산	83.8	수분(g)
260	N000397	수산물	분홍꼼치	포항	82.2	수분(g)
261	N000398	수산물	불등풀가사리-소건품	부산	11.7	수분(g)
262	N000399	수산물	불볼락	부산	74.7	수분(g)
263	N000400	수산물	붉바리	부산	76.5	수분(g)
264	N000401	수산물	붉은대게	전국(대표)	87	수분(g)
265	N000407	수산물	붉은맛	통영,알래스카산	77.3	수분(g)
266	N000408	수산물	붉은멍게	부산	82.2	수분(g)
267	N000409	수산물	붉은메기	부산	79.9	수분(g)
268	N000410	수산물	붕어	대전	78.9	수분(g)
269	N000412	수산물	붕장어	부산	74.7	수분(g)
270	N000413	수산물	블루길	청평	80	수분(g)
271	N000415	수산물	비단가리비	거제	81	수분(g)
272	N000416	수산물	비단고둥	부산	75.3	수분(g)
273	N000419	수산물	빙어	부산	79.4	수분(g)
274	N000420	수산물	빨간횟대	강릉	81.1	수분(g)
275	N000421	수산물	빨강부치	부산	82.5	수분(g)
276	N000423	수산물	뿔돔	부산	78.4	수분(g)
277	N000424	수산물	사당놀래기	부산	76.6	수분(g)
278	N000425	수산물	산천어	부산	74.6	수분(g)
279	N000426	수산물	살살치	여수	82.2	수분(g)
280	N000427	수산물	살오징어	부산	82.3	수분(g)
281	N000428	수산물	살오징어-소건품	전국(대표)	19.5	수분(g)
282	N000431	수산물	살오징어-젓갈	전국(대표)	63.9	수분(g)
283	N000432	수산물	살오징어-조미훈제품	전국(대표)	45.7	수분(g)
284	N000433	수산물	살조개	부산	78.4	수분(g)
285	N000434	수산물	삼세기	포항	77.3	수분(g)
286	N000435	수산물	삼치	부산	73.9	수분(g)
287	N000439	수산물	새꼬막	부산	78.8	수분(g)
288	N000441	수산물	새다래	부산	76.9	수분(g)
289	N000442	수산물	새조개	통영,알래스카산	73.9	수분(g)
290	N000443	수산물	샛돔	부산	76.4	수분(g)
291	N000446	수산물	석묵-소건품	전국(대표)	15.3	수분(g)
292	N000448	수산물	성대	여수	77.5	수분(g)
293	N000449	수산물	세고리물레고둥	포항	79.2	수분(g)
294	N000450	수산물	소라	여수	72.5	수분(g)
295	N000453	수산물	송어	양양	73.8	수분(g)
296	N000454	수산물	쇠갑오징어	부산	80.6	수분(g)
297	N000458	수산물	수랑	여수	78.8	수분(g)
298	N000460	수산물	순채	진해	87.4	수분(g)
299	N000461	수산물	술봉가자미	부산	80.6	수분(g)
300	N000462	수산물	숭어	부산	74.1	수분(g)
301	N000463	수산물	실꼬리돔	부산	76.3	수분(g)
302	N000464	수산물	쌍동가리	부산	76.6	수분(g)
303	N000465	수산물	쌍뿔달재	부산	81.2	수분(g)
304	N000466	수산물	쏘가리	대전	77.6	수분(g)
305	N000468	수산물	쏙	보령(대)	77.8	수분(g)
306	N000469	수산물	쏨뱅이	여수	78.1	수분(g)
307	N000470	수산물	쑤기미	여수	79.3	수분(g)
308	N000471	수산물	쑥감펭	부산	79.3	수분(g)
309	N000472	수산물	아귀	전국(대표)	84	수분(g)
310	N000473	수산물	아귀-간	부산	44.5	수분(g)
311	N000477	수산물	아귀-조미건품(포)	부산	21.5	수분(g)
312	N000478	수산물	아홉동가리	부산	76.5	수분(g)
313	N000479	수산물	악상어	전국(대표)	61.5	수분(g)
314	N000483	수산물	양미리	주문진	73.7	수분(g)
315	N000485	수산물	양태	부산	78.3	수분(g)
316	N000486	수산물	어름돔	부산	77.3	수분(g)
317	N000487	수산물	얼룩통구멍	부산	80.1	수분(g)
318	N000488	수산물	여덟동가리	부산	76.4	수분(g)
319	N000489	수산물	연어	양양	75.8	수분(g)
320	N000492	수산물	연어-통조림(기름담금)	통영,알래스카산	68.7	수분(g)
321	N000494	수산물	연어-훈제품	통영,알래스카산	66.4	수분(g)
322	N000496	수산물	열쌍동가리	부산	79.2	수분(g)
323	N000497	수산물	염주알다슬기	경기	71.3	수분(g)
324	N000498	수산물	오분자기	제주	78.1	수분(g)
325	N000499	수산물	옥돔	부산	79.5	수분(g)
326	N000500	수산물	옥돔-반건품	전국(대표)	73.5	수분(g)
327	N000502	수산물	왕게	구룡포	83	수분(g)
328	N000503	수산물	왕우럭조개	부산	76.6	수분(g)
329	N000504	수산물	왕우렁	청평	83.1	수분(g)
330	N000505	수산물	용가자미	부산	79.9	수분(g)
331	N000507	수산물	용치놀래기	여수	78.6	수분(g)
332	N000508	수산물	우각바리	부산	78.3	수분(g)
333	N000509	수산물	우럭	부산	76.8	수분(g)
334	N000510	수산물	우럭볼락	부산	79.2	수분(g)
335	N000511	수산물	우뭇가사리	부산	70.3	수분(g)
336	N000512	수산물	우뭇가사리-우무	전국(대표)	99	수분(g)
337	N000513	수산물	우뭇가사리-한천	전국(대표)	20.1	수분(g)
338	N000514	수산물	웅어	부산	72.1	수분(g)
339	N000515	수산물	위고둥	부산	83.7	수분(g)
340	N000516	수산물	육동가리돔	부산	77.6	수분(g)
341	N000517	수산물	은상어	부산	75.3	수분(g)
342	N000518	수산물	은어	대구	77	수분(g)
343	N000520	수산물	은연어	포항	75	수분(g)
344	N000521	수산물	인상어	부산	71.8	수분(g)
345	N000522	수산물	임연수어	포항	71.5	수분(g)
346	N000524	수산물	잉어	대전	76.9	수분(g)
347	N000529	수산물	자리돔	여수	78.2	수분(g)
348	N000530	수산물	자리돔-젓갈	신안	54.1	수분(g)
349	N000531	수산물	자바리	제주	76.1	수분(g)
350	N000532	수산물	자주복	포항	79	수분(g)
351	N000535	수산물	장갱이	부산	78.6	수분(g)
352	N000536	수산물	장어베도라치	강릉	73.2	수분(g)
353	N000537	수산물	재첩	부산	77.5	수분(g)
354	N000540	수산물	잿방어	제주	74.7	수분(g)
355	N000541	수산물	전갱이	부산	72.6	수분(g)
356	N000542	수산물	전갱이-매가리	부산	76.7	수분(g)
357	N000544	수산물	전갱이-염건품	부산	38	수분(g)
358	N000546	수산물	전기가오리	부산	84.3	수분(g)
359	N000547	수산물	전어	포항	75.7	수분(g)
360	N000548	수산물	전어-젓갈	전국(대표)	62.8	수분(g)
361	N000549	수산물	점감펭	부산	78.4	수분(g)
362	N000550	수산물	점농어	여수	74.5	수분(g)
363	N000551	수산물	점줄우럭	부산	77.5	수분(g)
364	N000552	수산물	접시조개	부산	82.6	수분(g)
365	N000553	수산물	젓새우	목포	64.9	수분(g)
366	N000555	수산물	정어리-가식부육	부산	72.7	수분(g)
367	N000555	수산물	정어리-가식부육	부산	72.3	수분(g)
368	N000555	수산물	정어리-가식부육	부산	70.6	수분(g)
369	N000555	수산물	정어리-가식부육	부산	72.4	수분(g)
370	N000555	수산물	정어리-가식부육	부산	68.3	수분(g)
371	N000555	수산물	정어리-가식부육	부산	62.8	수분(g)
372	N000555	수산물	정어리-가식부육	부산	69.7	수분(g)
373	N000555	수산물	정어리-가식부육	부산	69.2	수분(g)
374	N000557	수산물	정어리-전어체	부산	72.4	수분(g)
375	N000557	수산물	정어리-전어체	부산	71.2	수분(g)
376	N000557	수산물	정어리-전어체	부산	68.7	수분(g)
377	N000557	수산물	정어리-전어체	부산	65.5	수분(g)
378	N000557	수산물	정어리-전어체	부산	63.5	수분(g)
379	N000557	수산물	정어리-전어체	부산	68.2	수분(g)
380	N000557	수산물	정어리-전어체	부산	68.2	수분(g)
381	N000559	수산물	조각매물고둥	부산	72.5	수분(g)
382	N000563	수산물	조피볼락	여수	72.9	수분(g)
383	N000564	수산물	졸복	통영,알래스카산	78.8	수분(g)
384	N000565	수산물	좀주름다슬기	영암	76.7	수분(g)
385	N000566	수산물	주꾸미	군산	86.8	수분(g)
386	N000569	수산물	주름다슬기	문경	75.7	수분(g)
387	N000570	수산물	주름송편게	여수	78.4	수분(g)
388	N000571	수산물	주먹물수배기	포항	79.1	수분(g)
389	N000572	수산물	준치	부산	73.7	수분(g)
390	N000573	수산물	줄가자미	부산	81	수분(g)
391	N000574	수산물	줄노래미	부산	79.9	수분(g)
392	N000575	수산물	줄삼치	부산	70.5	수분(g)
393	N000576	수산물	줄전갱이	부산	73.2	수분(g)
394	N000577	수산물	중하	부산	77.2	수분(g)
395	N000578	수산물	중하-자건품	전국(대표)	17.3	수분(g)
396	N000579	수산물	중하-조미건품	전국(대표)	17.4	수분(g)
397	N000580	수산물	쥐노래미	포항	74.1	수분(g)
398	N000581	수산물	쥐치	여수	79	수분(g)
399	N000582	수산물	쥐치-조미건품(포)	거제	11.5	수분(g)
400	N000583	수산물	지중해담치	부산	85.3	수분(g)
401	N000589	수산물	진주담치-양식산	통영,알래스카산	79.9	수분(g)
402	N000590	수산물	진주담치-자연산	통영,알래스카산	81.2	수분(g)
403	N000591	수산물	진주조개	통영,알래스카산	85.3	수분(g)
404	N000593	수산물	징거미새우	부산	78.8	수분(g)
405	N000594	수산물	참가자미	강릉	78.6	수분(g)
406	N000595	수산물	참가자미-식해	거제	69.8	수분(g)
407	N000597	수산물	참게	부산	70.7	수분(g)
408	N000598	수산물	참굴	부산	83.5	수분(g)
409	N000599	수산물	참굴-젓갈	전국(대표)	70.2	수분(g)
410	N000600	수산물	참김	전국(대표)	90.5	수분(g)
411	N000601	수산물	참김-소건품	전국(대표)	11.4	수분(g)
412	N000602	수산물	참김-조미건품	전국(대표)	5.5	수분(g)
413	N000603	수산물	참다랑어	부산	69.5	수분(g)
414	N000613	수산물	참다슬기	경기	79.5	수분(g)
415	N000616	수산물	참담치	부산	79.7	수분(g)
416	N000618	수산물	참돔	여수	79.3	수분(g)
417	N000622	수산물	참마자	서울(한강)	79.4	수분(g)
418	N000627	수산물	참붕어	부산	74.7	수분(g)
419	N000628	수산물	참서대	부산	79.1	수분(g)
420	N000629	수산물	참서대-염건품	통영,알래스카산	72.7	수분(g)
421	N000630	수산물	참조기	부산	80.1	수분(g)
422	N000633	수산물	참조기-염건품	영광	32.6	수분(g)
423	N000634	수산물	참조기-젓갈	진주	58.7	수분(g)
424	N000635	수산물	참홑파래-소건품	전국(대표)	15.5	수분(g)
425	N000636	수산물	창꼴뚜기	부산	82.7	수분(g)
426	N000637	수산물	창자파래-소건품	부산	10.4	수분(g)
427	N000638	수산물	청각	부산	92.1	수분(g)
428	N000639	수산물	청각-소건품	전국(대표)	10	수분(g)
429	N000640	수산물	청멸	남해중부-EEZ(97)	66.6	수분(g)
430	N000641	수산물	청보리멸	여수	78.1	수분(g)
431	N000643	수산물	청새리상어	전국(대표)	77.5	수분(g)
432	N000644	수산물	청어	부산	66.3	수분(g)
433	N000646	수산물	청어-동건품	부산	45.2	수분(g)
434	N000648	수산물	청어-알	부산	76	수분(g)
435	N000649	수산물	청자갈치	포항	83.7	수분(g)
436	N000652	수산물	초어	진해	79.7	수분(g)
437	N000654	수산물	칠성갈치	포항	79.7	수분(g)
438	N000655	수산물	콩깍지고둥	부산	74.5	수분(g)
439	N000656	수산물	크릴	전국(대표)	81.9	수분(g)
440	N000657	수산물	크릴-페이스트	전국(대표)	74	수분(g)
441	N000658	수산물	큰가리비	양양	81.2	수분(g)
442	N000659	수산물	큰구슬우렁이	부산	79.9	수분(g)
443	N000660	수산물	큰논우렁이	진해	80.4	수분(g)
444	N000661	수산물	키조개	여수	86.5	수분(g)
445	N000663	수산물	키조개-패주	부산	81.8	수분(g)
446	N000664	수산물	탁자볼락	포항	78.6	수분(g)
447	N000666	수산물	털탑고둥	부산	67	수분(g)
448	N000667	수산물	토굴	부산	80.6	수분(g)
449	N000669	수산물	톳	전국(대표)	88.1	수분(g)
450	N000670	수산물	톳-자건품	전국(대표)	15.8	수분(g)
451	N000671	수산물	통치	부산	72.9	수분(g)
452	N000672	수산물	투라치	부산	80.1	수분(g)
453	N000674	수산물	틸라피아	청평	74.6	수분(g)
454	N000675	수산물	팔완향오징어	포항	83.9	수분(g)
455	N000676	수산물	펄닭새우	부산	84.6	수분(g)
456	N000677	수산물	펄조개	대구	81.4	수분(g)
457	N000678	수산물	푸렁통구멍	부산	80.9	수분(g)
458	N000680	수산물	풀망둑	부산	81.6	수분(g)
459	N000681	수산물	풀반지	부산	70.8	수분(g)
460	N000682	수산물	풍선군소	부산	88.4	수분(g)
461	N000683	수산물	피라미	서울(한강)	77.4	수분(g)
