id	code	category	name	made	weight	nutrients
8000	N000208	수산물	돌가자미	부산	1077	이소류신(㎎)
8001	N000209	수산물	돌가자미-소건품	부산	819	이소류신(㎎)
8002	N000211	수산물	돌돔	부산	923	이소류신(㎎)
8003	N000218	수산물	동남참게	청평	613	이소류신(㎎)
8004	N000221	수산물	동자개	청평	655	이소류신(㎎)
8005	N000222	수산물	동자개-알	청평	1367	이소류신(㎎)
8006	N000225	수산물	동죽	안산	419	이소류신(㎎)
8007	N000228	수산물	두툽상어	남해서부-EEZ(222)	1231	이소류신(㎎)
8008	N000234	수산물	등가시치	부산	685	이소류신(㎎)
8009	N000235	수산물	떡붕어	청평	818	이소류신(㎎)
8010	N000236	수산물	떡붕어-알	청평	1174	이소류신(㎎)
8011	N000241	수산물	마디잘록이	진도	274	이소류신(㎎)
8012	N000242	수산물	만새기	부산	990	이소류신(㎎)
8013	N000244	수산물	말미잘	기장	444	이소류신(㎎)
8014	N000246	수산물	말전복	부산	414	이소류신(㎎)
8015	N000247	수산물	말쥐치	여수	788	이소류신(㎎)
8016	N000247	수산물	말쥐치	청평	831	이소류신(㎎)
8017	N000249	수산물	맛조개	안산	439	이소류신(㎎)
8018	N000250	수산물	망상어	부산	937	이소류신(㎎)
8019	N000251	수산물	매끈이고둥	기장	656	이소류신(㎎)
8020	N000252	수산물	매리복	부산	886	이소류신(㎎)
8021	N000253	수산물	매생이	완도	169	이소류신(㎎)
8022	N000255	수산물	매오징어	포항	507	이소류신(㎎)
8023	N000256	수산물	매퉁이	부산	974	이소류신(㎎)
8024	N000257	수산물	맵사리	부산	678	이소류신(㎎)
8025	N000258	수산물	먹장어	부산	576	이소류신(㎎)
8026	N000261	수산물	멍게	기장	233	이소류신(㎎)
8027	N000263	수산물	메기-자연산	청평	715	이소류신(㎎)
8028	N000264	수산물	멸치	부산	774	이소류신(㎎)
8029	N000266	수산물	멸치-소건품-대멸	통영,알래스카산	2459	이소류신(㎎)
8030	N000267	수산물	멸치-소건품-소멸	통영,알래스카산	2806	이소류신(㎎)
8031	N000268	수산물	멸치-소건품-자멸	통영,알래스카산	2477	이소류신(㎎)
8032	N000269	수산물	멸치-소건품-중멸	통영,알래스카산	2817	이소류신(㎎)
8033	N000270	수산물	멸치-알	기장(대변항)	1136	이소류신(㎎)
8034	N000271	수산물	멸치-액젓	통영,알래스카산	302	이소류신(㎎)
8035	N000272	수산물	멸치-자건품-대멸	통영,알래스카산	2374	이소류신(㎎)
8036	N000274	수산물	멸치-자건품-소멸	통영,알래스카산	2382	이소류신(㎎)
8037	N000275	수산물	멸치-자건품-중멸	통영,알래스카산	2312	이소류신(㎎)
8038	N000278	수산물	멸치-젓갈	신안	643	이소류신(㎎)
8039	N000279	수산물	명태	부산	757	이소류신(㎎)
8040	N000281	수산물	명태-동건품(포)	통영,알래스카산	2928	이소류신(㎎)
8041	N000282	수산물	명태-명란젓	통영,알래스카산	1018	이소류신(㎎)
8042	N000283	수산물	명태-소건품	통영,알래스카산	3248	이소류신(㎎)
8043	N000284	수산물	명태-소건품(노가리)	통영,알래스카산	3177	이소류신(㎎)
8044	N000287	수산물	명태-조미건품(포)	부산	2045	이소류신(㎎)
8045	N000288	수산물	명태-창란젓	통영,알래스카산	318	이소류신(㎎)
8046	N000294	수산물	모자반	진도	260	이소류신(㎎)
8047	N000300	수산물	무지개송어	청평	765	이소류신(㎎)
8048	N000311	수산물	미꾸리	영덕	845	이소류신(㎎)
8049	N000312	수산물	미더덕	부산	198	이소류신(㎎)
8050	N000314	수산물	미역	완도	53	이소류신(㎎)
8051	N000315	수산물	미역-소건품	완도	464	이소류신(㎎)
8052	N000324	수산물	민어-양식산	남해	925	이소류신(㎎)
8053	N000325	수산물	민어-자연산	남해서부-EEZ(240)	816	이소류신(㎎)
8054	N000329	수산물	밀복	부산	813	이소류신(㎎)
8055	N000330	수산물	밀복-조미건품(포)	통영,알래스카산	2260	이소류신(㎎)
8056	N000331	수산물	밍크고래-꼬리	울산(고래연)	249	이소류신(㎎)
8057	N000332	수산물	밍크고래-뱃살	울산(고래연)	51	이소류신(㎎)
8058	N000333	수산물	밍크고래-보통육	울산(고래연)	1226	이소류신(㎎)
8059	N000334	수산물	밍크고래-콩팥	울산(고래연)	784	이소류신(㎎)
8060	N000335	수산물	밍크고래-혀	울산(고래연)	705	이소류신(㎎)
8061	N000339	수산물	바위두둑	진도	23	이소류신(㎎)
8062	N000340	수산물	바지락	전국(대표)	416	이소류신(㎎)
8063	N000341	수산물	바지락-소건품	전국(대표)	2981	이소류신(㎎)
8064	N000342	수산물	바지락-자숙품	전국(대표)	876	이소류신(㎎)
8065	N000346	수산물	반지	남해서부-EEZ(231)	671	이소류신(㎎)
8066	N000347	수산물	밤송이게	부산	573	이소류신(㎎)
8067	N000349	수산물	방어	통영,알래스카산	1247	이소류신(㎎)
8068	N000356	수산물	밴댕이-자건품	부산	1992	이소류신(㎎)
8069	N000357	수산물	밴댕이-젓갈	신안	735	이소류신(㎎)
8070	N000358	수산물	뱀장어	부산	671	이소류신(㎎)
8071	N000365	수산물	뱅어-조미건품(포)	통영,알래스카산	2843	이소류신(㎎)
8072	N000366	수산물	벌레문치	포항	585	이소류신(㎎)
8073	N000368	수산물	범돔	부산	953	이소류신(㎎)
8074	N000372	수산물	벵에돔	기장	905	이소류신(㎎)
8075	N000373	수산물	별상어	부산	875	이소류신(㎎)
8076	N000377	수산물	병어	태안(서해)	646	이소류신(㎎)
8077	N000378	수산물	병어-알	인천(서해)	916	이소류신(㎎)
8078	N000379	수산물	보구치	남해서부-EEZ(222)	905	이소류신(㎎)
8079	N000380	수산물	보라성게	부산	594	이소류신(㎎)
8080	N000382	수산물	보리새우	부산	560	이소류신(㎎)
8081	N000383	수산물	보말고둥	부산	790	이소류신(㎎)
8082	N000387	수산물	볼락-양식산	부산	819	이소류신(㎎)
8083	N000388	수산물	볼락-자연산	기장	883	이소류신(㎎)
8084	N000389	수산물	부세	부산	1104	이소류신(㎎)
8085	N000391	수산물	부채새우	부산	594	이소류신(㎎)
8086	N000392	수산물	북방대합	통영,알래스카산	492	이소류신(㎎)
8087	N000397	수산물	분홍꼼치	포항	644	이소류신(㎎)
8088	N000399	수산물	불볼락	부산	755	이소류신(㎎)
8089	N000400	수산물	붉바리	통영,알래스카산	1032	이소류신(㎎)
8090	N000401	수산물	붉은대게	부산	608	이소류신(㎎)
8091	N000402	수산물	붉은대게-수컷-다리	포항(독도연)	586	이소류신(㎎)
8092	N000403	수산물	붉은대게-수컷-몸통	포항(독도연)	354	이소류신(㎎)
8093	N000404	수산물	붉은대게-알	포항(독도연)	597	이소류신(㎎)
8094	N000405	수산물	붉은대게-암컷-다리	포항(독도연)	666	이소류신(㎎)
8095	N000406	수산물	붉은대게-암컷-몸통	포항(독도연)	417	이소류신(㎎)
8096	N000407	수산물	붉은맛	부산	637	이소류신(㎎)
8097	N000409	수산물	붉은메기	남해서부-EEZ(214)	787	이소류신(㎎)
8098	N000410	수산물	붕어	부산	830	이소류신(㎎)
8099	N000411	수산물	붕어-알	청평	1174	이소류신(㎎)
8100	N000412	수산물	붕장어	부산	711	이소류신(㎎)
8101	N000413	수산물	블루길	창원(주남저수지)	876	이소류신(㎎)
8102	N000415	수산물	비단가리비	부산	529	이소류신(㎎)
8103	N000417	수산물	비단백합	부산	350	이소류신(㎎)
8104	N000418	수산물	비틀대모자반	통영,알래스카산	959	이소류신(㎎)
8105	N000422	수산물	빨강오징어	부산	518	이소류신(㎎)
8106	N000423	수산물	뿔돔	부산	912	이소류신(㎎)
8107	N000428	수산물	살오징어-소건품	속초	2935	이소류신(㎎)
8108	N000429	수산물	살오징어-수컷	포항(독도연)	853	이소류신(㎎)
8109	N000429	수산물	살오징어-수컷	포항(독도연)	753	이소류신(㎎)
8110	N000429	수산물	살오징어-수컷	포항(독도연)	828	이소류신(㎎)
8111	N000429	수산물	살오징어-수컷	포항(독도연)	677	이소류신(㎎)
8112	N000429	수산물	살오징어-수컷	포항(독도연)	690	이소류신(㎎)
8113	N000429	수산물	살오징어-수컷	포항(독도연)	734	이소류신(㎎)
8114	N000429	수산물	살오징어-수컷	포항(독도연)	745	이소류신(㎎)
8115	N000429	수산물	살오징어-수컷	포항(독도연)	719	이소류신(㎎)
8116	N000429	수산물	살오징어-수컷	포항(독도연)	735	이소류신(㎎)
8117	N000430	수산물	살오징어-암컷	포항(독도연)	832	이소류신(㎎)
8118	N000430	수산물	살오징어-암컷	포항(독도연)	752	이소류신(㎎)
8119	N000430	수산물	살오징어-암컷	포항(독도연)	765	이소류신(㎎)
8120	N000430	수산물	살오징어-암컷	포항(독도연)	721	이소류신(㎎)
8121	N000430	수산물	살오징어-암컷	포항(독도연)	618	이소류신(㎎)
8122	N000430	수산물	살오징어-암컷	포항(독도연)	636	이소류신(㎎)
8123	N000430	수산물	살오징어-암컷	포항(독도연)	734	이소류신(㎎)
8124	N000430	수산물	살오징어-암컷	포항(독도연)	713	이소류신(㎎)
8125	N000430	수산물	살오징어-암컷	포항(독도연)	717	이소류신(㎎)
8126	N000434	수산물	삼세기	부산	734	이소류신(㎎)
8127	N000435	수산물	삼치	부산	925	이소류신(㎎)
8128	N000438	수산물	상괭이	울산(고래연)	1104	이소류신(㎎)
8129	N000439	수산물	새꼬막	여수	366	이소류신(㎎)
8130	N000440	수산물	새날치	부산	1120	이소류신(㎎)
8131	N000441	수산물	새다래	부산	1067	이소류신(㎎)
8132	N000442	수산물	새조개	부산	399	이소류신(㎎)
8133	N000443	수산물	샛돔	부산	958	이소류신(㎎)
8134	N000445	수산물	서실	통영,알래스카산	1172	이소류신(㎎)
8135	N000447	수산물	선홍치	부산	1117	이소류신(㎎)
8136	N000448	수산물	성대	부산	949	이소류신(㎎)
8137	N000450	수산물	소라	부산	553	이소류신(㎎)
8138	N000455	수산물	쇠돌고래	울산(고래연)	1110	이소류신(㎎)
8139	N000456	수산물	쇠미역	완도	51	이소류신(㎎)
8140	N000457	수산물	쇠미역-소건품	완도	384	이소류신(㎎)
8141	N000459	수산물	수조기	부산	816	이소류신(㎎)
8142	N000462	수산물	숭어	부산	935	이소류신(㎎)
8143	N000463	수산물	실꼬리돔	부산	928	이소류신(㎎)
8144	N000466	수산물	쏘가리	청평	861	이소류신(㎎)
8145	N000467	수산물	쏘가리-알	청평	842	이소류신(㎎)
8146	N000468	수산물	쏙	태안	439	이소류신(㎎)
8147	N000472	수산물	아귀	부산	580	이소류신(㎎)
8148	N000477	수산물	아귀-조미건품(포)	부산	1800	이소류신(㎎)
8149	N000480	수산물	애기삿갓조개	부산	569	이소류신(㎎)
8150	N000484	수산물	양미리-반건품	부산	1130	이소류신(㎎)
8151	N000485	수산물	양태	부산	986	이소류신(㎎)
8152	N000486	수산물	어름돔	부산	922	이소류신(㎎)
8153	N000487	수산물	얼룩통구멍	부산	920	이소류신(㎎)
8154	N000488	수산물	여덟동가리	부산	847	이소류신(㎎)
8155	N000489	수산물	연어	양양	922	이소류신(㎎)
8156	N000491	수산물	연어-알	양양	867	이소류신(㎎)
8157	N000492	수산물	연어-통조림(기름담금)	통영,알래스카산	708	이소류신(㎎)
8158	N000494	수산물	연어-훈제품	통영,알래스카산	948	이소류신(㎎)
8159	N000495	수산물	연어병치	부산	949	이소류신(㎎)
8160	N000499	수산물	옥돔	부산	863	이소류신(㎎)
8161	N000501	수산물	옥돔-염장품	부산	731	이소류신(㎎)
8162	N000507	수산물	용치놀래기	부산	817	이소류신(㎎)
8163	N000509	수산물	우럭	부산	618	이소류신(㎎)
8164	N000510	수산물	우럭볼락	영암(선덕)	850	이소류신(㎎)
8165	N000511	수산물	우뭇가사리	부산	640	이소류신(㎎)
8166	N000514	수산물	웅어	부산	792	이소류신(㎎)
8167	N000515	수산물	위고둥	부산	806	이소류신(㎎)
8168	N000516	수산물	육동가리돔	부산	800	이소류신(㎎)
8169	N000522	수산물	임연수어	기장	903	이소류신(㎎)
8170	N000524	수산물	잉어	부산	962	이소류신(㎎)
8171	N000526	수산물	잉어-알	청평	1274	이소류신(㎎)
8172	N000530	수산물	자리돔-젓갈	신안	471	이소류신(㎎)
8173	N000532	수산물	자주복	부산	830	이소류신(㎎)
8174	N000537	수산물	재첩	부산	494	이소류신(㎎)
8175	N000541	수산물	전갱이	부산	853	이소류신(㎎)
8176	N000541	수산물	전갱이	남해서부-EEZ(100)	952	이소류신(㎎)
8177	N000547	수산물	전어	부산	837	이소류신(㎎)
8178	N000550	수산물	점농어	남해서부-EEZ(231)	797	이소류신(㎎)
8179	N000554	수산물	정어리	부산	905	이소류신(㎎)
8180	N000563	수산물	조피볼락	여수(남해)	954	이소류신(㎎)
8181	N000567	수산물	주꾸미-내장	남해	820	이소류신(㎎)
8182	N000568	수산물	주꾸미-혼합	남해	700	이소류신(㎎)
8183	N000571	수산물	주먹물수배기	포항	502	이소류신(㎎)
8184	N000572	수산물	준치	부산	951	이소류신(㎎)
8185	N000580	수산물	쥐노래미	부산	994	이소류신(㎎)
8186	N000581	수산물	쥐치	부산	998	이소류신(㎎)
8187	N000582	수산물	쥐치-조미건품(포)	거제	941	이소류신(㎎)
8188	N000583	수산물	지중해담치	진해	269	이소류신(㎎)
8189	N000583	수산물	지중해담치	진해	281	이소류신(㎎)
8190	N000583	수산물	지중해담치	진해	151	이소류신(㎎)
8191	N000583	수산물	지중해담치	진해	250	이소류신(㎎)
8192	N000583	수산물	지중해담치	진해	292	이소류신(㎎)
8193	N000583	수산물	지중해담치	진해	407	이소류신(㎎)
8194	N000583	수산물	지중해담치	전국(대표)	485	이소류신(㎎)
8195	N000584	수산물	지채	태안	46	이소류신(㎎)
8196	N000585	수산물	지충이	진도	114	이소류신(㎎)
8197	N000586	수산물	진두발	진도	310	이소류신(㎎)
8198	N000587	수산물	진주담치	부산	321	이소류신(㎎)
8199	N000588	수산물	진주담치-소건품	부산	1106	이소류신(㎎)
8200	N000594	수산물	참가자미	부산	842	이소류신(㎎)
8201	N000595	수산물	참가자미-식해	거제	480	이소류신(㎎)
8202	N000597	수산물	참게	청평	455	이소류신(㎎)
8203	N000598	수산물	참굴	통영,알래스카산	528	이소류신(㎎)
8204	N000600	수산물	참김	완도	135	이소류신(㎎)
8205	N000603	수산물	참다랑어	여수(거문도)	1112	이소류신(㎎)
8206	N000604	수산물	참다랑어-기름살(육)	부산	1131	이소류신(㎎)
8207	N000605	수산물	참다랑어-내장	부산	898	이소류신(㎎)
8208	N000606	수산물	참다랑어-등살(상)	여수(거문도)	1018	이소류신(㎎)
8209	N000607	수산물	참다랑어-등살(중)	여수(거문도)	937	이소류신(㎎)
8210	N000609	수산물	참다랑어-뱃살(상)	여수(거문도)	795	이소류신(㎎)
8211	N000610	수산물	참다랑어-뱃살(중)	여수(거문도)	822	이소류신(㎎)
8212	N000611	수산물	참다랑어-뱃살(하)	여수(거문도)	1112	이소류신(㎎)
8213	N000612	수산물	참다랑어-붉은살	부산	1256	이소류신(㎎)
8214	N000616	수산물	참담치	강릉	197	이소류신(㎎)
8215	N000618	수산물	참돔	부산	1031	이소류신(㎎)
8216	N000619	수산물	참돔-알	부산	390	이소류신(㎎)
8217	N000624	수산물	참문어-다리	부산	663	이소류신(㎎)
8218	N000625	수산물	참문어-몸통	부산	831	이소류신(㎎)
8219	N000626	수산물	참문어-소건품	속초	2983	이소류신(㎎)
8220	N000628	수산물	참서대	부산	743	이소류신(㎎)
8221	N000629	수산물	참서대-염건품	통영,알래스카산	949	이소류신(㎎)
8222	N000630	수산물	참조기	부산	927	이소류신(㎎)
8223	N000631	수산물	참조기-근육	영광	834	이소류신(㎎)
8224	N000632	수산물	참조기-알	영광	1219	이소류신(㎎)
8225	N000633	수산물	참조기-염건품	통영(영광)	871	이소류신(㎎)
8226	N000634	수산물	참조기-젓갈	진주	757	이소류신(㎎)
8227	N000638	수산물	청각	완도	17	이소류신(㎎)
8228	N000640	수산물	청멸	남해중부-EEZ(104)	658	이소류신(㎎)
8229	N000641	수산물	청보리멸	통영,알래스카산	967	이소류신(㎎)
8230	N000642	수산물	청상아리	부산	904	이소류신(㎎)
8231	N000644	수산물	청어	포항	808	이소류신(㎎)
8232	N000646	수산물	청어-동건품	부산	955	이소류신(㎎)
8233	N000649	수산물	청자갈치	포항	569	이소류신(㎎)
8234	N000653	수산물	칠면초	태안	36	이소류신(㎎)
8235	N000654	수산물	칠성갈치	포항	598	이소류신(㎎)
8236	N000658	수산물	큰가리비	전국(대표)	731	이소류신(㎎)
8237	N000660	수산물	큰논우렁이	부산	464	이소류신(㎎)
8238	N000663	수산물	키조개-패주	부산	683	이소류신(㎎)
8239	N000666	수산물	털탑고둥	기장	561	이소류신(㎎)
8240	N000668	수산물	톱니모자반	부산	581	이소류신(㎎)
8241	N000669	수산물	톳	전국(대표)	804	이소류신(㎎)
8242	N000673	수산물	퉁퉁마디	태안	36	이소류신(㎎)
8243	N000674	수산물	틸라피아	진해	925	이소류신(㎎)
8244	N000675	수산물	팔완향오징어	포항	476	이소류신(㎎)
8245	N000678	수산물	푸렁통구멍	부산	960	이소류신(㎎)
8246	N000679	수산물	풀가사리	통영,알래스카산	760	이소류신(㎎)
8247	N000684	수산물	피뿔고둥	기장	487	이소류신(㎎)
8248	N000685	수산물	피조개	통영,알래스카산	376	이소류신(㎎)
8249	N000687	수산물	학공치	부산	904	이소류신(㎎)
8250	N000689	수산물	해삼	부산	142	이소류신(㎎)
8251	N000690	수산물	해삼-내장	통영,알래스카산	314	이소류신(㎎)
8252	N000691	수산물	해삼-몸통	통영,알래스카산	100	이소류신(㎎)
8253	N000694	수산물	향어	청평	703	이소류신(㎎)
8254	N000696	수산물	혹돔	통영,알래스카산	902	이소류신(㎎)
8255	N000697	수산물	혹부리고래	울산(고래연)	1383	이소류신(㎎)
8256	N000698	수산물	홍가자미-암컷	포항(독도연)	788	이소류신(㎎)
8257	N000701	수산물	홍어	남해서부-EEZ(222)	976	이소류신(㎎)
8258	N000706	수산물	황다랑어	부산	1296	이소류신(㎎)
8259	N000707	수산물	황다랑어-내장	부산	888	이소류신(㎎)
8260	N000708	수산물	황다랑어-통조림(기름담금)	통영,알래스카산	836	이소류신(㎎)
8261	N000713	수산물	황아귀	남해서부-EEZ(231)	610	이소류신(㎎)
8262	N000714	수산물	황어	부산	989	이소류신(㎎)
8263	N000720	수산물	흰다리새우	인천(영종)	814	이소류신(㎎)
8264	N000724	수산물	굴(참굴)	통영,알래스카산	301	이소류신(㎎)
8265	N000724	수산물	굴(참굴)	통영,알래스카산	251	이소류신(㎎)
8266	N000724	수산물	굴(참굴)	통영,알래스카산	235	이소류신(㎎)
8267	N000724	수산물	굴(참굴)	통영,알래스카산	248	이소류신(㎎)
8268	N000724	수산물	굴(참굴)	통영,알래스카산	229	이소류신(㎎)
8269	N000724	수산물	굴(참굴)	통영,알래스카산	225	이소류신(㎎)
8270	N000729	수산물	메기-알	청평	1277	이소류신(㎎)
8271	N000730	수산물	메기-양식산	청평	726	이소류신(㎎)
8272	N000732	수산물	북방전복	기장	476	이소류신(㎎)
8273	N000735	수산물	연어-수입산 통조림(조미)	통영,알래스카산	403	이소류신(㎎)
8274	N000736	수산물	오만둥이	부산	243	이소류신(㎎)
8275	N000737	수산물	참갑오징어	부산	509	이소류신(㎎)
8276	N000740	수산물	참꼴뚜기-자건품	부산	2257	이소류신(㎎)
8277	N000742	수산물	참담치(홍합)-자건품	전국(대표)	2315	이소류신(㎎)
8278	N000743	수산물	참담치(홍합)-자숙품	전국(대표)	843	이소류신(㎎)
8279	N000744	수산물	참도박	부산	633	이소류신(㎎)
8280	N000745	수산물	참문어	부산	503	이소류신(㎎)
8281	N000748	수산물	치어	기장	602	이소류신(㎎)
8282	N000751	수산물	향어(이스라엘잉어)-알	청평	1425	이소류신(㎎)
8283	N000753	수산물	화살꼴뚜기	부산	509	이소류신(㎎)
8284	N000001	수산물	가다랑어	부산	1866	류신(㎎)
8285	N000003	수산물	가다랑어-내장	부산	1502	류신(㎎)
8286	N000004	수산물	가다랑어-레토르트식품(기름담금)	통영,알래스카산	821	류신(㎎)
8287	N000005	수산물	가다랑어-레토르트식품(조미)	통영,알래스카산	485	류신(㎎)
8288	N000006	수산물	가다랑어-보통육	부산	2123	류신(㎎)
8289	N000007	수산물	가다랑어-알	부산	2276	류신(㎎)
8290	N000008	수산물	가다랑어-통조림(기름담금)	통영,알래스카산	1589	류신(㎎)
8291	N000009	수산물	가다랑어-포	통영,알래스카산	5688	류신(㎎)
8292	N000010	수산물	가다랑어-혈합육	부산	2137	류신(㎎)
8293	N000013	수산물	가무락조개	부산	738	류신(㎎)
8294	N000014	수산물	가물치	부산	1689	류신(㎎)
8295	N000015	수산물	가숭어	부산	1643	류신(㎎)
8296	N000017	수산물	가시발새우	부산	973	류신(㎎)
8297	N000018	수산물	가시베도라치	포항	1400	류신(㎎)
8298	N000024	수산물	각시흰새우	부산	991	류신(㎎)
8299	N000026	수산물	갈고리흰오징어	포항(독도연)	870	류신(㎎)
8300	N000027	수산물	갈고리흰오징어-근육	포항(독도연)	1013	류신(㎎)
8301	N000028	수산물	갈래곰보	제주	1125	류신(㎎)
8302	N000030	수산물	갈색띠매물고둥	부산	1159	류신(㎎)
8303	N000031	수산물	갈전갱이	부산	1759	류신(㎎)
8304	N000032	수산물	갈치	부산	1396	류신(㎎)
8305	N000035	수산물	갈치-젓갈	통영,알래스카산	649	류신(㎎)
8306	N000036	수산물	갈파래	통영,알래스카산	2494	류신(㎎)
8307	N000037	수산물	감성돔	부산	1922	류신(㎎)
8308	N000043	수산물	개도박	진도	312	류신(㎎)
8309	N000046	수산물	개복치	부산	682	류신(㎎)
8310	N000047	수산물	개볼락	기장	1617	류신(㎎)
8311	N000048	수산물	개불	부산	847	류신(㎎)
8312	N000050	수산물	개조개	기장	955	류신(㎎)
8313	N000051	수산물	갯가재	부산	1406	류신(㎎)
8314	N000052	수산물	갯개미자리	태안	90	류신(㎎)
8315	N000053	수산물	갯장어	부산	1441	류신(㎎)
8316	N000054	수산물	갯질경이	태안	84	류신(㎎)
8317	N000056	수산물	거북손	부산	1478	류신(㎎)
8318	N000057	수산물	검복	제주	1565	류신(㎎)
8319	N000058	수산물	게르치	부산	1913	류신(㎎)
8320	N000059	수산물	고등어	서해	1440	류신(㎎)
8321	N000064	수산물	고등어-염건품	통영,알래스카산	1689	류신(㎎)
8322	N000068	수산물	고등어-통조림(조미)	통영,알래스카산	1072	류신(㎎)
8323	N000071	수산물	고리매	진도	183	류신(㎎)
8324	N000072	수산물	고무꺽정이	포항	1335	류신(㎎)
8325	N000073	수산물	곰피	부산	753	류신(㎎)
8326	N000075	수산물	곳체다슬기	춘천	783	류신(㎎)
8327	N000076	수산물	관절매물고둥	속초	1272	류신(㎎)
8328	N000077	수산물	광동홍어	남해서부-EEZ(242)	1521	류신(㎎)
8329	N000080	수산물	구멍갈파래	완도	292	류신(㎎)
8330	N000083	수산물	군소	부산	431	류신(㎎)
8331	N000084	수산물	군평선이	부산	1328	류신(㎎)
8332	N000085	수산물	궁제기서대	부산	1503	류신(㎎)
8333	N000088	수산물	기름가자미-소건품	부산	1332	류신(㎎)
8334	N000089	수산물	기름가자미-수컷	포항(독도연)	1542	류신(㎎)
8335	N000089	수산물	기름가자미-수컷	포항(독도연)	1518	류신(㎎)
8336	N000089	수산물	기름가자미-수컷	포항(독도연)	1476	류신(㎎)
8337	N000089	수산물	기름가자미-수컷	포항(독도연)	1594	류신(㎎)
8338	N000089	수산물	기름가자미-수컷	포항(독도연)	1488	류신(㎎)
8339	N000089	수산물	기름가자미-수컷	포항(독도연)	1408	류신(㎎)
8340	N000089	수산물	기름가자미-수컷	포항(독도연)	1416	류신(㎎)
8341	N000089	수산물	기름가자미-수컷	포항(독도연)	1445	류신(㎎)
8342	N000089	수산물	기름가자미-수컷	포항(독도연)	1498	류신(㎎)
8343	N000089	수산물	기름가자미-수컷	포항(독도연)	1372	류신(㎎)
8344	N000089	수산물	기름가자미-수컷	포항(독도연)	1493	류신(㎎)
8345	N000089	수산물	기름가자미-수컷	포항(독도연)	1368	류신(㎎)
8346	N000091	수산물	기름가자미-암컷	포항(독도연)	1602	류신(㎎)
8347	N000091	수산물	기름가자미-암컷	포항(독도연)	1493	류신(㎎)
8348	N000091	수산물	기름가자미-암컷	포항(독도연)	1476	류신(㎎)
8349	N000091	수산물	기름가자미-암컷	포항(독도연)	1565	류신(㎎)
8350	N000091	수산물	기름가자미-암컷	포항(독도연)	1587	류신(㎎)
8351	N000091	수산물	기름가자미-암컷	포항(독도연)	1383	류신(㎎)
8352	N000091	수산물	기름가자미-암컷	포항(독도연)	1471	류신(㎎)
8353	N000091	수산물	기름가자미-암컷	포항(독도연)	1354	류신(㎎)
8354	N000091	수산물	기름가자미-암컷	포항(독도연)	1530	류신(㎎)
8355	N000091	수산물	기름가자미-암컷	포항(독도연)	1411	류신(㎎)
8356	N000091	수산물	기름가자미-암컷	포항(독도연)	1265	류신(㎎)
8357	N000091	수산물	기름가자미-암컷	포항(독도연)	1359	류신(㎎)
8358	N000093	수산물	긴고둥	부산	1292	류신(㎎)
8359	N000097	수산물	까나리	인천	1583	류신(㎎)
8360	N000099	수산물	까치복	부산	1261	류신(㎎)
8361	N000102	수산물	깨다시꽃게	기장	1071	류신(㎎)
8362	N000104	수산물	꼬막	부산	966	류신(㎎)
8363	N000106	수산물	꼬치고기	남해서부-EEZ(232)	1643	류신(㎎)
8364	N000110	수산물	꽁치	부산	1626	류신(㎎)
8365	N000111	수산물	꽁치-동건품	포항	2500	류신(㎎)
8366	N000112	수산물	꽁치-통조림(보일드)	통영,알래스카산	1163	류신(㎎)
8367	N000113	수산물	꽁치-통조림(조미)	통영,알래스카산	1067	류신(㎎)
8368	N000114	수산물	꽃게	부산	1194	류신(㎎)
8369	N000115	수산물	꽃게-내장	인천(서해)	702	류신(㎎)
8370	N000116	수산물	꽃게-알	인천(서해)	2078	류신(㎎)
8371	N000117	수산물	꽃새우	부산	1302	류신(㎎)
8372	N000118	수산물	꽃새우-자건품	전국(대표)	4245	류신(㎎)
8373	N000119	수산물	나문재	태안	81	류신(㎎)
8374	N000122	수산물	낙지	여수	784	류신(㎎)
8375	N000123	수산물	낙지-내장	인천(서해)	1141	류신(㎎)
8376	N000124	수산물	낙지-알	인천(서해)	2713	류신(㎎)
8377	N000125	수산물	날개다랑어-통조림(기름담금)	통영,알래스카산	1292	류신(㎎)
8378	N000127	수산물	남방대구	통영,알래스카산	803	류신(㎎)
8379	N000129	수산물	남방큰돌고래	울산(고래연)	2371	류신(㎎)
8380	N000132	수산물	납작파래	진도	2699	류신(㎎)
8381	N000135	수산물	넙치	기장	1634	류신(㎎)
8382	N000136	수산물	넙치-무안부	제주	1573	류신(㎎)
8383	N000139	수산물	넙치-유안부	제주	1622	류신(㎎)
8384	N000142	수산물	노랑가오리	부산	1755	류신(㎎)
8385	N000147	수산물	노랑벤자리	부산	1353	류신(㎎)
8386	N000151	수산물	놀래기	부산	1718	류신(㎎)
8387	N000152	수산물	농어	부산	1592	류신(㎎)
8388	N000161	수산물	눈다랑어	고성	1598	류신(㎎)
8389	N000162	수산물	눈볼대	부산	1257	류신(㎎)
8390	N000164	수산물	눈퉁멸	부산	1574	류신(㎎)
8391	N000165	수산물	능성어	기장	1565	류신(㎎)
8392	N000166	수산물	능성어-간	기장	1119	류신(㎎)
8393	N000168	수산물	다슬기	전국(대표)	887	류신(㎎)
8394	N000169	수산물	다시마	완도	89	류신(㎎)
8395	N000172	수산물	달고기	남해동부-EEZ(99)	1554	류신(㎎)
8396	N000175	수산물	닭새우	기장	1111	류신(㎎)
8397	N000178	수산물	대구	부산	1381	류신(㎎)
8398	N000179	수산물	대구-소건품	부산	4701	류신(㎎)
